gene_symbol	route	accessibility_status	source
GABRP	unknown	UNKNOWN	local_default
GABRQ	unknown	UNKNOWN	local_default
GABRR1	unknown	UNKNOWN	local_default
GABRR2	unknown	UNKNOWN	local_default
GABRR3	unknown	UNKNOWN	local_default
GACAT2	unknown	UNKNOWN	local_default
GAD1	unknown	UNKNOWN	local_default
GAD2	unknown	UNKNOWN	local_default
GADD45A	unknown	UNKNOWN	local_default
GADD45B	unknown	UNKNOWN	local_default
GADD45G	unknown	UNKNOWN	local_default
GADD45GIP1	unknown	UNKNOWN	local_default
GADL1	unknown	UNKNOWN	local_default
GAFA2	unknown	UNKNOWN	local_default
GAFA3	unknown	UNKNOWN	local_default
GAK	unknown	UNKNOWN	local_default
GAL	unknown	UNKNOWN	local_default
GAL3ST1	unknown	UNKNOWN	local_default
GAL3ST2	unknown	UNKNOWN	local_default
GAL3ST3	unknown	UNKNOWN	local_default
GAL3ST4	unknown	UNKNOWN	local_default
GALC	unknown	UNKNOWN	local_default
GALE	unknown	UNKNOWN	local_default
GALK1	unknown	UNKNOWN	local_default
GALK2	unknown	UNKNOWN	local_default
GALM	unknown	UNKNOWN	local_default
GALNS	unknown	UNKNOWN	local_default
GALNT1	unknown	UNKNOWN	local_default
GALNT10	unknown	UNKNOWN	local_default
GALNT11	unknown	UNKNOWN	local_default
GALNT12	unknown	UNKNOWN	local_default
GALNT13	unknown	UNKNOWN	local_default
GALNT14	unknown	UNKNOWN	local_default
GALNT15	unknown	UNKNOWN	local_default
GALNT16	unknown	UNKNOWN	local_default
GALNT18	unknown	UNKNOWN	local_default
GALNT2	unknown	UNKNOWN	local_default
GALNT3	unknown	UNKNOWN	local_default
GALNT4	unknown	UNKNOWN	local_default
GALNT6	unknown	UNKNOWN	local_default
GALNT7	unknown	UNKNOWN	local_default
GALNT7-DT	unknown	UNKNOWN	local_default
GALNT8	unknown	UNKNOWN	local_default
GALNT9	unknown	UNKNOWN	local_default
GALNTL5	unknown	UNKNOWN	local_default
GALNTL6	unknown	UNKNOWN	local_default
GALP	unknown	UNKNOWN	local_default
GALR1	unknown	UNKNOWN	local_default
GALR2	unknown	UNKNOWN	local_default
GALR3	unknown	UNKNOWN	local_default
GALT	unknown	UNKNOWN	local_default
GAMT	unknown	UNKNOWN	local_default
GAN	unknown	UNKNOWN	local_default
GANAB	unknown	UNKNOWN	local_default
GANC	unknown	UNKNOWN	local_default
GAP43	unknown	UNKNOWN	local_default
GAPDH	unknown	UNKNOWN	local_fixture
GAPDHP62	unknown	UNKNOWN	local_default
GAPDHS	unknown	UNKNOWN	local_default
GAPLINC	unknown	UNKNOWN	local_default
GAPT	unknown	UNKNOWN	local_default
GAPVD1	unknown	UNKNOWN	local_default
GAR1	unknown	UNKNOWN	local_default
GAR1-DT	unknown	UNKNOWN	local_default
GAREM1	unknown	UNKNOWN	local_default
GAREM2	unknown	UNKNOWN	local_default
GARIN1A	unknown	UNKNOWN	local_default
GARIN1B	unknown	UNKNOWN	local_default
GARIN5A	unknown	UNKNOWN	local_default
GARNL3	unknown	UNKNOWN	local_default
GARRE1	unknown	UNKNOWN	local_default
GARS	unknown	UNKNOWN	local_default
GARS1	unknown	UNKNOWN	local_default
GART	unknown	UNKNOWN	local_default
GAS1	unknown	UNKNOWN	local_default
GAS2	unknown	UNKNOWN	local_default
GAS2L1	unknown	UNKNOWN	local_default
GAS2L2	unknown	UNKNOWN	local_default
GAS2L3	unknown	UNKNOWN	local_default
GAS5	unknown	UNKNOWN	local_default
GAS6	unknown	UNKNOWN	local_default
GAS7	unknown	UNKNOWN	local_default
GAS8	unknown	UNKNOWN	local_default
GAS8-AS1	unknown	UNKNOWN	local_default
GASK1B	unknown	UNKNOWN	local_default
GASK1B-AS1	unknown	UNKNOWN	local_default
GAST	unknown	UNKNOWN	local_default
GATA1	unknown	UNKNOWN	local_default
GATA2	unknown	UNKNOWN	local_default
GATA3	unknown	UNKNOWN	local_default
GATA3-AS1	unknown	UNKNOWN	local_default
GATA4	unknown	UNKNOWN	local_default
GATA5	unknown	UNKNOWN	local_default
GATA6	unknown	UNKNOWN	local_default
GATA6-AS1	unknown	UNKNOWN	local_default
GATAD1	unknown	UNKNOWN	local_default
GATAD2A	unknown	UNKNOWN	local_default
GATAD2B	unknown	UNKNOWN	local_default
GATB	unknown	UNKNOWN	local_default
GATC	unknown	UNKNOWN	local_default
GATD1	unknown	UNKNOWN	local_default
GATD1-DT	unknown	UNKNOWN	local_default
GATD3	unknown	UNKNOWN	local_default
GATM	unknown	UNKNOWN	local_default
GATS	unknown	UNKNOWN	local_default
GATSL3	unknown	UNKNOWN	local_default
GBA	unknown	UNKNOWN	local_default
GBA1	unknown	UNKNOWN	local_default
GBA1LP	unknown	UNKNOWN	local_default
GBA2	unknown	UNKNOWN	local_default
GBA3	unknown	UNKNOWN	local_default
GBAP1	unknown	UNKNOWN	local_default
GBAS	unknown	UNKNOWN	local_default
GBE1	unknown	UNKNOWN	local_default
GBF1	unknown	UNKNOWN	local_default
GBGT1	unknown	UNKNOWN	local_default
GBP1	unknown	UNKNOWN	local_default
GBP2	unknown	UNKNOWN	local_default
GBP3	unknown	UNKNOWN	local_default
GBP4	unknown	UNKNOWN	local_default
GBP5	unknown	UNKNOWN	local_default
GBP6	unknown	UNKNOWN	local_default
GBP7	unknown	UNKNOWN	local_default
GBX1	unknown	UNKNOWN	local_default
GBX2	unknown	UNKNOWN	local_default
GBX2-AS1	unknown	UNKNOWN	local_default
GC	unknown	UNKNOWN	local_default
GCA	unknown	UNKNOWN	local_default
GCAT	unknown	UNKNOWN	local_default
GCATP1	unknown	UNKNOWN	local_default
GCC1	unknown	UNKNOWN	local_default
GCC2	unknown	UNKNOWN	local_default
GCC2-AS1	unknown	UNKNOWN	local_default
GCDH	unknown	UNKNOWN	local_default
GCFC2	unknown	UNKNOWN	local_default
GCG	unknown	UNKNOWN	local_default
GCGR	unknown	UNKNOWN	local_default
GCH1	unknown	UNKNOWN	local_default
GCHFR	unknown	UNKNOWN	local_default
GCK	unknown	UNKNOWN	local_default
GCKR	unknown	UNKNOWN	local_default
GCLC	unknown	UNKNOWN	local_default
GCLC-AS1	unknown	UNKNOWN	local_default
GCLM	unknown	UNKNOWN	local_default
GCM1	unknown	UNKNOWN	local_default
GCM2	unknown	UNKNOWN	local_default
GCN1	unknown	UNKNOWN	local_default
GCNA	unknown	UNKNOWN	local_default
GCNT1	unknown	UNKNOWN	local_default
GCNT2	unknown	UNKNOWN	local_default
GCNT2P1	unknown	UNKNOWN	local_default
GCNT3	unknown	UNKNOWN	local_default
GCNT4	unknown	UNKNOWN	local_default
GCNT7	unknown	UNKNOWN	local_default
GCOM1	unknown	UNKNOWN	local_default
GCRG224	unknown	UNKNOWN	local_default
GCSAM	unknown	UNKNOWN	local_default
GCSAML	unknown	UNKNOWN	local_default
GCSH	unknown	UNKNOWN	local_default
GDA	unknown	UNKNOWN	local_default
GDAP1	unknown	UNKNOWN	local_default
GDAP1L1	unknown	UNKNOWN	local_default
GDAP2	unknown	UNKNOWN	local_default
GDE1	unknown	UNKNOWN	local_default
GDF11	unknown	UNKNOWN	local_default
GDF15	unknown	UNKNOWN	local_default
GDF2	unknown	UNKNOWN	local_default
GDF3	unknown	UNKNOWN	local_default
GDF5	unknown	UNKNOWN	local_default
GDF5OS	unknown	UNKNOWN	local_default
GDF6	unknown	UNKNOWN	local_default
GDF7	unknown	UNKNOWN	local_default
GDF9	unknown	UNKNOWN	local_default
GDI1	unknown	UNKNOWN	local_default
GDI2	unknown	UNKNOWN	local_default
GDI2P2	unknown	UNKNOWN	local_default
GDNF	unknown	UNKNOWN	local_default
GDPD1	unknown	UNKNOWN	local_default
GDPD2	unknown	UNKNOWN	local_default
GDPD3	unknown	UNKNOWN	local_default
GDPD4	unknown	UNKNOWN	local_default
GDPD5	unknown	UNKNOWN	local_default
GDPGP1	unknown	UNKNOWN	local_default
GEM	unknown	UNKNOWN	local_default
GEMIN2	unknown	UNKNOWN	local_default
GEMIN4	unknown	UNKNOWN	local_default
GEMIN5	unknown	UNKNOWN	local_default
GEMIN6	unknown	UNKNOWN	local_default
GEMIN7	unknown	UNKNOWN	local_default
GEMIN8	unknown	UNKNOWN	local_default
GEMIN8P4	unknown	UNKNOWN	local_default
GEN1	unknown	UNKNOWN	local_default
GET1	unknown	UNKNOWN	local_default
GET3	unknown	UNKNOWN	local_default
GET4	unknown	UNKNOWN	local_default
GFAP	unknown	UNKNOWN	local_default
GFER	unknown	UNKNOWN	local_default
GFI1	unknown	UNKNOWN	local_default
GFI1B	unknown	UNKNOWN	local_default
GFM1	unknown	UNKNOWN	local_default
GFM2	unknown	UNKNOWN	local_default
GFOD1	unknown	UNKNOWN	local_default
GFOD2	unknown	UNKNOWN	local_default
GFOD3P	unknown	UNKNOWN	local_default
GFPT1	unknown	UNKNOWN	local_default
GFPT2	unknown	UNKNOWN	local_default
GFRA1	unknown	UNKNOWN	local_default
GFRA2	unknown	UNKNOWN	local_default
GFRA3	unknown	UNKNOWN	local_default
GFRA4	unknown	UNKNOWN	local_default
GFRAL	unknown	UNKNOWN	local_default
GFUS	unknown	UNKNOWN	local_default
GGA1	unknown	UNKNOWN	local_default
GGA2	unknown	UNKNOWN	local_default
GGA3	unknown	UNKNOWN	local_default
GGACT	unknown	UNKNOWN	local_default
GGCT	unknown	UNKNOWN	local_default
GGCX	unknown	UNKNOWN	local_default
GGH	unknown	UNKNOWN	local_default
GGN	unknown	UNKNOWN	local_default
GGNBP1	unknown	UNKNOWN	local_default
GGNBP2	unknown	UNKNOWN	local_default
GGPS1	unknown	UNKNOWN	local_default
GGT5	unknown	UNKNOWN	local_default
GGT6	unknown	UNKNOWN	local_default
GGT7	unknown	UNKNOWN	local_default
GGTA1	unknown	UNKNOWN	local_default
GGTA1P	unknown	UNKNOWN	local_default
GGTLC1	unknown	UNKNOWN	local_default
GGTLC2	unknown	UNKNOWN	local_default
GH1	unknown	UNKNOWN	local_default
GH2	unknown	UNKNOWN	local_default
GHDC	unknown	UNKNOWN	local_default
GHET1	unknown	UNKNOWN	local_default
GHITM	unknown	UNKNOWN	local_default
GHR	unknown	UNKNOWN	local_default
GHRH	unknown	UNKNOWN	local_default
GHRHR	unknown	UNKNOWN	local_default
GHRL	unknown	UNKNOWN	local_default
GHRLOS	unknown	UNKNOWN	local_default
GHSR	unknown	UNKNOWN	local_default
GID4	unknown	UNKNOWN	local_default
GID8	unknown	UNKNOWN	local_default
GIF	unknown	UNKNOWN	local_default
GIGYF1	unknown	UNKNOWN	local_default
GIGYF2	unknown	UNKNOWN	local_default
GIHCG	unknown	UNKNOWN	local_default
GIMAP1	unknown	UNKNOWN	local_default
GIMAP2	unknown	UNKNOWN	local_default
GIMAP4	unknown	UNKNOWN	local_default
GIMAP5	unknown	UNKNOWN	local_default
GIMAP6	unknown	UNKNOWN	local_default
GIMAP7	unknown	UNKNOWN	local_default
GIMAP8	unknown	UNKNOWN	local_default
GIN1	unknown	UNKNOWN	local_default
GINM1	unknown	UNKNOWN	local_default
GINS1	unknown	UNKNOWN	local_default
GINS2	unknown	UNKNOWN	local_default
GINS3	unknown	UNKNOWN	local_default
GINS4	unknown	UNKNOWN	local_default
GIP	unknown	UNKNOWN	local_default
GIPC1	unknown	UNKNOWN	local_default
GIPC2	unknown	UNKNOWN	local_default
GIPC3	unknown	UNKNOWN	local_default
GIPR	unknown	UNKNOWN	local_default
GIT1	unknown	UNKNOWN	local_default
GIT2	unknown	UNKNOWN	local_default
GJA1	unknown	UNKNOWN	local_default
GJA10	unknown	UNKNOWN	local_default
GJA3	unknown	UNKNOWN	local_default
GJA4	unknown	UNKNOWN	local_default
GJA5	unknown	UNKNOWN	local_default
GJA8	unknown	UNKNOWN	local_default
GJB1	unknown	UNKNOWN	local_default
GJB2	unknown	UNKNOWN	local_default
GJB3	unknown	UNKNOWN	local_default
GJB4	unknown	UNKNOWN	local_default
GJB5	unknown	UNKNOWN	local_default
GJB6	unknown	UNKNOWN	local_default
GJB7	unknown	UNKNOWN	local_default
GJC1	unknown	UNKNOWN	local_default
GJC2	unknown	UNKNOWN	local_default
GJC3	unknown	UNKNOWN	local_default
GJD2	unknown	UNKNOWN	local_default
GJD3	unknown	UNKNOWN	local_default
GJD4	unknown	UNKNOWN	local_default
GJD4-AS1	unknown	UNKNOWN	local_default
GK	unknown	UNKNOWN	local_default
GK2	unknown	UNKNOWN	local_default
GK3P	unknown	UNKNOWN	local_default
GK5	unknown	UNKNOWN	local_default
GKAP1	unknown	UNKNOWN	local_default
GKN1	unknown	UNKNOWN	local_default
GKN2	unknown	UNKNOWN	local_default
GLA	unknown	UNKNOWN	local_default
GLB1	unknown	UNKNOWN	local_default
GLB1L	unknown	UNKNOWN	local_default
GLB1L2	unknown	UNKNOWN	local_default
GLB1L3	unknown	UNKNOWN	local_default
GLCCI1	unknown	UNKNOWN	local_default
GLCE	unknown	UNKNOWN	local_default
GLDC	unknown	UNKNOWN	local_default
GLDN	unknown	UNKNOWN	local_default
GLE1	unknown	UNKNOWN	local_default
GLG1	unknown	UNKNOWN	local_default
GLI1	unknown	UNKNOWN	local_default
GLI2	unknown	UNKNOWN	local_default
GLI3	unknown	UNKNOWN	local_default
GLI4	unknown	UNKNOWN	local_default
GLIDR	unknown	UNKNOWN	local_default
GLIPR1	unknown	UNKNOWN	local_default
GLIPR1L1	unknown	UNKNOWN	local_default
GLIPR1L2	unknown	UNKNOWN	local_default
GLIPR2	unknown	UNKNOWN	local_default
GLIS1	unknown	UNKNOWN	local_default
GLIS2	unknown	UNKNOWN	local_default
GLIS2-AS1	unknown	UNKNOWN	local_default
GLIS3	unknown	UNKNOWN	local_default
GLIS3-AS1	unknown	UNKNOWN	local_default
GLMN	unknown	UNKNOWN	local_default
GLMP	unknown	UNKNOWN	local_default
GLO1	unknown	UNKNOWN	local_default
GLOD4	unknown	UNKNOWN	local_default
GLOD5	unknown	UNKNOWN	local_default
GLP1R	unknown	UNKNOWN	local_default
GLP2R	unknown	UNKNOWN	local_default
GLRA1	unknown	UNKNOWN	local_default
GLRA2	unknown	UNKNOWN	local_default
GLRA3	unknown	UNKNOWN	local_default
GLRA4	unknown	UNKNOWN	local_default
GLRB	unknown	UNKNOWN	local_default
GLRX	unknown	UNKNOWN	local_default
GLRX2	unknown	UNKNOWN	local_default
GLRX3	unknown	UNKNOWN	local_default
GLRX5	unknown	UNKNOWN	local_default
GLS	unknown	UNKNOWN	local_default
GLS2	unknown	UNKNOWN	local_default
GLT1D1	unknown	UNKNOWN	local_default
GLT6D1	unknown	UNKNOWN	local_default
GLT8D1	unknown	UNKNOWN	local_default
GLT8D2	unknown	UNKNOWN	local_default
GLTP	unknown	UNKNOWN	local_default
GLTPD2	unknown	UNKNOWN	local_default
GLTSCR1	unknown	UNKNOWN	local_default
GLTSCR1L	unknown	UNKNOWN	local_default
GLTSCR2	unknown	UNKNOWN	local_default
GLUD1	unknown	UNKNOWN	local_default
GLUD1P2	unknown	UNKNOWN	local_default
GLUD2	unknown	UNKNOWN	local_default
GLUL	unknown	UNKNOWN	local_default
GLYAT	unknown	UNKNOWN	local_default
GLYATL1	unknown	UNKNOWN	local_default
GLYATL2	unknown	UNKNOWN	local_default
GLYCTK	unknown	UNKNOWN	local_default
GLYR1	unknown	UNKNOWN	local_default
GLYR1P1	unknown	UNKNOWN	local_default
GM140	unknown	UNKNOWN	local_default
GM2A	unknown	UNKNOWN	local_default
GMCL1	unknown	UNKNOWN	local_default
GMCL1P1	unknown	UNKNOWN	local_default
GMDS	unknown	UNKNOWN	local_default
GMDS-DT	unknown	UNKNOWN	local_default
GMEB1	unknown	UNKNOWN	local_default
GMEB2	unknown	UNKNOWN	local_default
GMFB	unknown	UNKNOWN	local_default
GMFG	unknown	UNKNOWN	local_default
GMIP	unknown	UNKNOWN	local_default
GML	unknown	UNKNOWN	local_default
GMNC	unknown	UNKNOWN	local_default
GMNN	unknown	UNKNOWN	local_default
GMPPA	unknown	UNKNOWN	local_default
GMPPB	unknown	UNKNOWN	local_default
GMPR	unknown	UNKNOWN	local_default
GMPR2	unknown	UNKNOWN	local_default
GMPS	unknown	UNKNOWN	local_default
GMPSP1	unknown	UNKNOWN	local_default
GNA11	unknown	UNKNOWN	local_default
GNA12	unknown	UNKNOWN	local_default
GNA13	unknown	UNKNOWN	local_default
GNA14	unknown	UNKNOWN	local_default
GNA15	unknown	UNKNOWN	local_default
GNA15-DT	unknown	UNKNOWN	local_default
GNAI1	unknown	UNKNOWN	local_default
GNAI2	unknown	UNKNOWN	local_default
GNAI3	unknown	UNKNOWN	local_default
GNAL	unknown	UNKNOWN	local_default
GNAO1	unknown	UNKNOWN	local_default
GNAQ	unknown	UNKNOWN	local_default
GNAS	unknown	UNKNOWN	local_default
GNAS-AS1	unknown	UNKNOWN	local_default
GNAT1	unknown	UNKNOWN	local_default
GNAT2	unknown	UNKNOWN	local_default
GNAZ	unknown	UNKNOWN	local_default
GNB1	unknown	UNKNOWN	local_default
GNB1-DT	unknown	UNKNOWN	local_default
GNB1L	unknown	UNKNOWN	local_default
GNB2	unknown	UNKNOWN	local_default
GNB3	unknown	UNKNOWN	local_default
GNB4	unknown	UNKNOWN	local_default
GNB5	unknown	UNKNOWN	local_default
GNE	unknown	UNKNOWN	local_default
GNG10	unknown	UNKNOWN	local_default
GNG11	unknown	UNKNOWN	local_default
GNG12	unknown	UNKNOWN	local_default
GNG12-AS1	unknown	UNKNOWN	local_default
GNG13	unknown	UNKNOWN	local_default
GNG14	unknown	UNKNOWN	local_default
GNG2	unknown	UNKNOWN	local_default
GNG3	unknown	UNKNOWN	local_default
GNG4	unknown	UNKNOWN	local_default
GNG5	unknown	UNKNOWN	local_default
GNG5B	unknown	UNKNOWN	local_default
GNG7	unknown	UNKNOWN	local_default
GNG8	unknown	UNKNOWN	local_default
GNGT1	unknown	UNKNOWN	local_default
GNGT2	unknown	UNKNOWN	local_default
GNL1	unknown	UNKNOWN	local_default
GNL2	unknown	UNKNOWN	local_default
GNL3	unknown	UNKNOWN	local_default
GNL3L	unknown	UNKNOWN	local_default
GNLY	unknown	UNKNOWN	local_default
GNMT	unknown	UNKNOWN	local_default
GNPAT	unknown	UNKNOWN	local_default
GNPDA1	unknown	UNKNOWN	local_default
GNPDA2	unknown	UNKNOWN	local_default
GNPNAT1	unknown	UNKNOWN	local_default
GNPTAB	unknown	UNKNOWN	local_default
GNPTG	unknown	UNKNOWN	local_default
GNRH1	unknown	UNKNOWN	local_default
GNRH2	unknown	UNKNOWN	local_default
GNRHR	unknown	UNKNOWN	local_default
GNRHR2	unknown	UNKNOWN	local_default
GNRHR2P1	unknown	UNKNOWN	local_default
GNS	unknown	UNKNOWN	local_default
GOLGA1	unknown	UNKNOWN	local_default
GOLGA2	unknown	UNKNOWN	local_default
GOLGA2P10	unknown	UNKNOWN	local_default
GOLGA2P11	unknown	UNKNOWN	local_default
GOLGA2P5	unknown	UNKNOWN	local_default
GOLGA2P7	unknown	UNKNOWN	local_default
GOLGA2P9	unknown	UNKNOWN	local_default
GOLGA3	unknown	UNKNOWN	local_default
GOLGA4	unknown	UNKNOWN	local_default
GOLGA4-AS1	unknown	UNKNOWN	local_default
GOLGA5	unknown	UNKNOWN	local_default
GOLGA6A	unknown	UNKNOWN	local_default
GOLGA6C	unknown	UNKNOWN	local_default
GOLGA6L10	unknown	UNKNOWN	local_default
GOLGA6L2	unknown	UNKNOWN	local_default
GOLGA6L3P	unknown	UNKNOWN	local_default
GOLGA6L4	unknown	UNKNOWN	local_default
GOLGA6L9	unknown	UNKNOWN	local_default
GOLGA7	unknown	UNKNOWN	local_default
GOLGA7B	unknown	UNKNOWN	local_default
GOLGA8A	unknown	UNKNOWN	local_default
GOLGA8B	unknown	UNKNOWN	local_default
GOLGA8H	unknown	UNKNOWN	local_default
GOLGA8K	unknown	UNKNOWN	local_default
GOLGA8M	unknown	UNKNOWN	local_default
GOLGA8N	unknown	UNKNOWN	local_default
GOLGA8O	unknown	UNKNOWN	local_default
GOLGA8Q	unknown	UNKNOWN	local_default
GOLGA8R	unknown	UNKNOWN	local_default
GOLGA8T	unknown	UNKNOWN	local_default
GOLGB1	unknown	UNKNOWN	local_default
GOLIM4	unknown	UNKNOWN	local_default
GOLM1	unknown	UNKNOWN	local_default
GOLM2	unknown	UNKNOWN	local_default
GOLPH3	unknown	UNKNOWN	local_default
GOLPH3L	unknown	UNKNOWN	local_default
GOLT1A	unknown	UNKNOWN	local_default
GOLT1B	unknown	UNKNOWN	local_default
GON4L	unknown	UNKNOWN	local_default
GON7	unknown	UNKNOWN	local_default
GOPC	unknown	UNKNOWN	local_default
GORAB	unknown	UNKNOWN	local_default
GORAB-AS1	unknown	UNKNOWN	local_default
GORASP1	unknown	UNKNOWN	local_default
GORASP2	unknown	UNKNOWN	local_default
GOSR1	unknown	UNKNOWN	local_default
GOSR2	unknown	UNKNOWN	local_default
GOSR2-DT	unknown	UNKNOWN	local_default
GOT1	unknown	UNKNOWN	local_default
GOT1-DT	unknown	UNKNOWN	local_default
GOT1L1	unknown	UNKNOWN	local_default
GOT2	unknown	UNKNOWN	local_default
GOT2P3	unknown	UNKNOWN	local_default
GOT2P6	unknown	UNKNOWN	local_default
GP1BA	unknown	UNKNOWN	local_default
GP2	unknown	UNKNOWN	local_default
GP5	unknown	UNKNOWN	local_default
GP6	unknown	UNKNOWN	local_default
GP9	unknown	UNKNOWN	local_default
GPA33	unknown	UNKNOWN	local_default
GPAA1	unknown	UNKNOWN	local_default
GPALPP1	unknown	UNKNOWN	local_default
GPAM	unknown	UNKNOWN	local_default
GPANK1	unknown	UNKNOWN	local_default
GPAT2	unknown	UNKNOWN	local_default
GPAT2P2	unknown	UNKNOWN	local_default
GPAT3	unknown	UNKNOWN	local_default
GPAT4	unknown	UNKNOWN	local_default
GPATCH1	unknown	UNKNOWN	local_default
GPATCH11	unknown	UNKNOWN	local_default
GPATCH2	unknown	UNKNOWN	local_default
GPATCH2L	unknown	UNKNOWN	local_default
GPATCH3	unknown	UNKNOWN	local_default
GPATCH4	unknown	UNKNOWN	local_default
GPATCH8	unknown	UNKNOWN	local_default
GPBAR1	unknown	UNKNOWN	local_default
GPBP1	unknown	UNKNOWN	local_default
GPBP1L1	unknown	UNKNOWN	local_default
GPC1	unknown	UNKNOWN	local_default
GPC2	unknown	UNKNOWN	local_default
GPC3	unknown	UNKNOWN	local_default
GPC4	unknown	UNKNOWN	local_default
GPC5	unknown	UNKNOWN	local_default
GPC6	unknown	UNKNOWN	local_default
GPCPD1	unknown	UNKNOWN	local_default
GPD1	unknown	UNKNOWN	local_default
GPD1L	unknown	UNKNOWN	local_default
GPD2	unknown	UNKNOWN	local_default
GPER1	unknown	UNKNOWN	local_default
GPHA2	unknown	UNKNOWN	local_default
GPHB5	unknown	UNKNOWN	local_default
GPHN	unknown	UNKNOWN	local_default
GPHRA	unknown	UNKNOWN	local_default
GPHRB	unknown	UNKNOWN	local_default
GPI	unknown	UNKNOWN	local_default
GPIHBP1	unknown	UNKNOWN	local_default
GPKOW	unknown	UNKNOWN	local_default
GPLD1	unknown	UNKNOWN	local_default
GPM6A	unknown	UNKNOWN	local_default
GPM6B	unknown	UNKNOWN	local_default
GPN1	unknown	UNKNOWN	local_default
GPN2	unknown	UNKNOWN	local_default
GPN3	unknown	UNKNOWN	local_default
GPNMB	unknown	UNKNOWN	local_default
GPR1	unknown	UNKNOWN	local_default
GPR101	unknown	UNKNOWN	local_default
GPR107	unknown	UNKNOWN	local_default
GPR108	unknown	UNKNOWN	local_default
GPR119	unknown	UNKNOWN	local_default
GPR12	unknown	UNKNOWN	local_default
GPR132	unknown	UNKNOWN	local_default
GPR135	unknown	UNKNOWN	local_default
GPR137	unknown	UNKNOWN	local_default
GPR137B	unknown	UNKNOWN	local_default
GPR137C	unknown	UNKNOWN	local_default
GPR139	unknown	UNKNOWN	local_default
GPR141	unknown	UNKNOWN	local_default
GPR142	unknown	UNKNOWN	local_default
GPR143	unknown	UNKNOWN	local_default
GPR146	unknown	UNKNOWN	local_default
GPR148	unknown	UNKNOWN	local_default
GPR149	unknown	UNKNOWN	local_default
GPR15	unknown	UNKNOWN	local_default
GPR150	unknown	UNKNOWN	local_default
GPR151	unknown	UNKNOWN	local_default
GPR152	unknown	UNKNOWN	local_default
GPR153	unknown	UNKNOWN	local_default
GPR155	unknown	UNKNOWN	local_default
GPR156	unknown	UNKNOWN	local_default
GPR157	unknown	UNKNOWN	local_default
GPR158	unknown	UNKNOWN	local_default
GPR160	unknown	UNKNOWN	local_default
GPR161	unknown	UNKNOWN	local_default
GPR162	unknown	UNKNOWN	local_default
GPR17	unknown	UNKNOWN	local_default
GPR171	unknown	UNKNOWN	local_default
GPR173	unknown	UNKNOWN	local_default
GPR174	unknown	UNKNOWN	local_default
GPR176	unknown	UNKNOWN	local_default
GPR179	unknown	UNKNOWN	local_default
GPR18	unknown	UNKNOWN	local_default
GPR180	unknown	UNKNOWN	local_default
GPR182	unknown	UNKNOWN	local_default
GPR183	unknown	UNKNOWN	local_default
GPR19	unknown	UNKNOWN	local_default
GPR199P	unknown	UNKNOWN	local_default
GPR20	unknown	UNKNOWN	local_default
GPR21	unknown	UNKNOWN	local_default
GPR22	unknown	UNKNOWN	local_default
GPR25	unknown	UNKNOWN	local_default
GPR26	unknown	UNKNOWN	local_default
GPR27	unknown	UNKNOWN	local_default
GPR3	unknown	UNKNOWN	local_default
GPR31	unknown	UNKNOWN	local_default
GPR32	unknown	UNKNOWN	local_default
GPR34	unknown	UNKNOWN	local_default
GPR35	unknown	UNKNOWN	local_default
GPR37	unknown	UNKNOWN	local_default
GPR37L1	unknown	UNKNOWN	local_default
GPR39	unknown	UNKNOWN	local_default
GPR4	unknown	UNKNOWN	local_default
GPR45	unknown	UNKNOWN	local_default
GPR50	unknown	UNKNOWN	local_default
GPR52	unknown	UNKNOWN	local_default
GPR55	unknown	UNKNOWN	local_default
GPR6	unknown	UNKNOWN	local_default
GPR61	unknown	UNKNOWN	local_default
GPR62	unknown	UNKNOWN	local_default
GPR63	unknown	UNKNOWN	local_default
GPR65	unknown	UNKNOWN	local_default
GPR68	unknown	UNKNOWN	local_default
